task;task.short_description;Urgency;task.business_duration
INC0402178;PRO HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (13/04/21 03:58:00)] was greater than or equal to the threshold (20.0).;Some;25516
INC0402178;PRO HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (13/04/21 03:58:00)] was greater than or equal to the threshold (20.0).;Some;25516
INC0402178;PRO HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (13/04/21 03:58:00)] was greater than or equal to the threshold (20.0).;Some;25516
INC0402179;QA WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (13/04/21 04:28:00)] was greater than or equal to the threshold (16.0).;Not immediate;23769
INC0402179;QA WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (13/04/21 04:28:00)] was greater than or equal to the threshold (16.0).;Not immediate;23769
INC0402180;QA HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (13/04/21 04:28:00)] was greater than or equal to the threshold (20.0).;Not immediate;23729
INC0402180;QA HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (13/04/21 04:28:00)] was greater than or equal to the threshold (20.0).;Not immediate;23729
INC0402181;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250310;Some;247
INC0402181;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250310;Some;247
INC0402182;CFPWCON001.cgcof.inet:mon_SO_WIN_Free disk space on $1 (percentage) TRIGGERED EVENT: Free disk space is less than 20% on volume C: WITH VALUE:19.9699;Not immediate;116
INC0402182;CFPWCON001.cgcof.inet:mon_SO_WIN_Free disk space on $1 (percentage) TRIGGERED EVENT: Free disk space is less than 20% on volume C: WITH VALUE:19.9699;Not immediate;116
INC0402183;PRE HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (13/04/21 06:45:00)] was greater than or equal to the threshold (20.0).;Not immediate;24253
INC0402183;PRE HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (13/04/21 06:45:00)] was greater than or equal to the threshold (20.0).;Not immediate;24253
INC0402184;PRE WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (13/04/21 06:45:00)] was greater than or equal to the threshold (16.0).;Not immediate;24273
INC0402184;PRE WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (13/04/21 06:45:00)] was greater than or equal to the threshold (16.0).;Not immediate;24273
INC0402185;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.1341245E7 (13/04/21 07:06:00)] was greater than or equal to the threshold (1.0E7).;Not immediate;23044
INC0402185;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.1341245E7 (13/04/21 07:06:00)] was greater than or equal to the threshold (1.0E7).;Not immediate;23044
INC0402186;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.1341245E7 (13/04/21 07:06:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;22992
INC0402186;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.1341245E7 (13/04/21 07:06:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;22992
INC0402187;CFTLSVAGW02.cgcof.inet:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFTLSVAGW02.cgcof.inet WITH VALUE:1.48;Not immediate;113
INC0402188;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250314;Some;114
INC0402188;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250314;Some;114
INC0402189;DMDB12:mon_BD_ORACLE_query[checks_60m,p_ts_rw,status] TRIGGERED EVENT: zbxora[query,checks_60m,p_ts_rw] failed WITH VALUE:1013;Not immediate;3621
INC0402190;DMDB11:mon_BD_ORACLE_query[checks_60m,p_ts_rw,status] TRIGGERED EVENT: zbxora[query,checks_60m,p_ts_rw] failed WITH VALUE:1013;Not immediate;3621
INC0402191;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;237
INC0402191;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;237
INC0402192;CFPLKBM013 TRIGGERED EVENT: CFPLKBM013.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;377
INC0402192;CFPLKBM013 TRIGGERED EVENT: CFPLKBM013.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;377
INC0402192;CFPLKBM013 TRIGGERED EVENT: CFPLKBM013.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;377
INC0402192;CFPLKBM013 TRIGGERED EVENT: CFPLKBM013.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;377
INC0402193;DMDB12:mon_BD_ORACLE_query[my_checks_05m,lista_bloqueos,status] TRIGGERED EVENT: zbxora[query,my_checks_05m,lista_bloqueos] failed WITH VALUE:1489;Not immediate;368
INC0402194;La incidencia INC000001342225 se ha asignado a su grupo 'SOPRA-ALM'. Prioridad: Baja. Descripción: Error en proceso de RA, en BK_WAS. Reportado por Team el 12-0;Some;265429
INC0402194;La incidencia INC000001342225 se ha asignado a su grupo 'SOPRA-ALM'. Prioridad: Baja. Descripción: Error en proceso de RA, en BK_WAS. Reportado por Team el 12-0;Some;265429
INC0402195;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:14;Some;117
INC0402195;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:14;Some;117
INC0402196;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:8;Some;115
INC0402196;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:8;Some;115
INC0402197;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;366
INC0402197;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;366
INC0402198;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;367
INC0402198;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;367
INC0402199;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;118
INC0402199;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;118
INC0402200;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;107
INC0402200;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;107
INC0402201;CFPLKBM013 TRIGGERED EVENT: CFPLKBM013.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;379
INC0402201;CFPLKBM013 TRIGGERED EVENT: CFPLKBM013.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;379
INC0402201;CFPLKBM013 TRIGGERED EVENT: CFPLKBM013.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;379
INC0402201;CFPLKBM013 TRIGGERED EVENT: CFPLKBM013.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;379
INC0402202;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:18;Some;2687
INC0402202;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:18;Some;2687
INC0402203;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:14;Some;3607
INC0402203;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:14;Some;3607
INC0402204;DMDB12:mon_BD_ORACLE_query[checks_60m,p_ts_rw,status] TRIGGERED EVENT: zbxora[query,checks_60m,p_ts_rw] failed WITH VALUE:1013;Not immediate;3607
INC0402205;DMDB12:mon_BD_ORACLE_query[my_checks_06h,dbsize,status] TRIGGERED EVENT: zbxora[query,my_checks_06h,dbsize] failed WITH VALUE:1013;Not immediate;15487
INC0402205;DMDB12:mon_BD_ORACLE_query[my_checks_06h,dbsize,status] TRIGGERED EVENT: zbxora[query,my_checks_06h,dbsize] failed WITH VALUE:1013;Not immediate;15487
INC0402206;SOPRWSUS01:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on SOPRWSUS01 WITH VALUE:8.6250;Some;1276
INC0402206;SOPRWSUS01:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on SOPRWSUS01 WITH VALUE:8.6250;Some;1276
INC0402207;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:12;Some;1016
INC0402207;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:12;Some;1016
INC0402208;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;886
INC0402208;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;886
INC0402209;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:5;Some;366
INC0402209;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:5;Some;366
INC0402210;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;118
INC0402210;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;118
INC0402211;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;116
INC0402211;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;116
INC0402212;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;238
INC0402212;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;238
INC0402213;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;626
INC0402213;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;626
INC0402216;Canal Técnico SCA - IM144609- ERROR UAGENT;Some;1998
INC0402217;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;245
INC0402217;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;245
INC0402218;EventLog - WSUS Error - 0;Not immediate;2170
INC0402218;EventLog - WSUS Error - 0;Not immediate;2170
INC0402219;EventLog - WSUS Error - 2484;Not immediate;3702
INC0402219;EventLog - WSUS Error - 2484;Not immediate;3702
INC0402219;EventLog - WSUS Error - 2484;Not immediate;3702
INC0402220;EventLog - WSUS Error - 10031;Not immediate;1251
INC0402220;EventLog - WSUS Error - 10031;Not immediate;1251
INC0402221;EventLog - WSUS Error - 1000;Not immediate;3756
INC0402221;EventLog - WSUS Error - 1000;Not immediate;3756
INC0402221;EventLog - WSUS Error - 1000;Not immediate;3756
INC0402222;EventLog - WSUS Error - 10031;Not immediate;1222
INC0402222;EventLog - WSUS Error - 10031;Not immediate;1222
INC0402223;EventLog - WSUS Error - 2484;Not immediate;1287
INC0402223;EventLog - WSUS Error - 2484;Not immediate;1287
INC0402224;EventLog - WSUS Error - 5973;Not immediate;3775
INC0402224;EventLog - WSUS Error - 5973;Not immediate;3775
INC0402224;EventLog - WSUS Error - 5973;Not immediate;3775
INC0402225;EventLog - WSUS Error - 100;Not immediate;2485
INC0402225;EventLog - WSUS Error - 100;Not immediate;2485
INC0402226;EventLog - WSUS Error - 100;Not immediate;1054
INC0402226;EventLog - WSUS Error - 100;Not immediate;1054
INC0402227;EventLog - WSUS Error - 10031;Not immediate;3727
INC0402227;EventLog - WSUS Error - 10031;Not immediate;3727
INC0402227;EventLog - WSUS Error - 10031;Not immediate;3727
INC0402228;EventLog - WSUS Error - 10031;Not immediate;1014
INC0402228;EventLog - WSUS Error - 10031;Not immediate;1014
INC0402229;EventLog - WSUS Error - 10031;Not immediate;971
INC0402229;EventLog - WSUS Error - 10031;Not immediate;971
INC0402230;EventLog - WSUS Error - 10031;Not immediate;939
INC0402230;EventLog - WSUS Error - 10031;Not immediate;939
INC0402231;EventLog - WSUS Error - 10031;Not immediate;919
INC0402231;EventLog - WSUS Error - 10031;Not immediate;919
INC0402232;EventLog - WSUS Error - 10031;Not immediate;894
INC0402232;EventLog - WSUS Error - 10031;Not immediate;894
INC0402233;EventLog - WSUS Error - 7024;Not immediate;570
INC0402233;EventLog - WSUS Error - 7024;Not immediate;570
INC0402234;EventLog - WSUS Error - 7024;Not immediate;2284
INC0402234;EventLog - WSUS Error - 7024;Not immediate;2284
INC0402235;EventLog - WSUS Error - 7024;Not immediate;827
INC0402235;EventLog - WSUS Error - 7024;Not immediate;827
INC0402236;EventLog - WSUS Error - 7024;Not immediate;798
INC0402236;EventLog - WSUS Error - 7024;Not immediate;798
INC0402237;EventLog - WSUS Error - 7024;Not immediate;774
INC0402237;EventLog - WSUS Error - 7024;Not immediate;774
INC0402238;EventLog - WSUS Error - 7024;Not immediate;756
INC0402238;EventLog - WSUS Error - 7024;Not immediate;756
INC0402239;EventLog - WSUS Error - 7024;Not immediate;641
INC0402239;EventLog - WSUS Error - 7024;Not immediate;641
INC0402240;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:10;Some;2187
INC0402240;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:10;Some;2187
INC0402240;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:10;Some;2187
INC0402241;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:13;Some;1678
INC0402241;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:13;Some;1678
INC0402241;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:13;Some;1678
INC0402242;CFTLSVAGW02.cgcof.inet:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFTLSVAGW02.cgcof.inet WITH VALUE:1.18;Not immediate;118
INC0402243;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [7610391.0 (13/04/21 14:06:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;6575
INC0402243;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [7610391.0 (13/04/21 14:06:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;6575
INC0402244;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;119
INC0402244;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;119
INC0402245;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;118
INC0402245;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;118
INC0402246;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;106
INC0402246;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;106
INC0402247;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;116
INC0402247;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;116
INC0402248;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;106
INC0402248;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;106
INC0402249;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;115
INC0402249;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;115
INC0402250;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;113
INC0402250;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;113
INC0402251;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.102:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;375
INC0402251;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.102:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;375
INC0402251;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.102:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;375
INC0402251;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.102:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;375
INC0402252;CFDLKBW02:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on CFDLKBW02 WITH VALUE:54.1290;Not immediate;372
INC0402253;CFTLKBM02:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on CFTLKBM02 WITH VALUE:34.1359;Not immediate;242
INC0402254;CFDLKBW02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFDLKBW02 WITH VALUE:4.3500;Some;241
INC0402254;CFDLKBW02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFDLKBW02 WITH VALUE:4.3500;Some;241
INC0402255;CFDLKBM02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFDLKBM02 WITH VALUE:0.8450;Not immediate;114
INC0402256;CFDLKBM02:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on CFDLKBM02 WITH VALUE:31.1279;Not immediate;362
INC0402257;Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [8.7298789E7 (13/04/21 14:58:00)] was greater than or equal to the threshold (2.8E7).;Not immediate;3483
INC0402257;Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [8.7298789E7 (13/04/21 14:58:00)] was greater than or equal to the threshold (2.8E7).;Not immediate;3483
INC0402258;Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [8.7298789E7 (13/04/21 14:59:00)] was greater than or equal to the threshold (3.0E7).;Not immediate;3468
INC0402258;Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [8.7298789E7 (13/04/21 14:59:00)] was greater than or equal to the threshold (3.0E7).;Not immediate;3468
INC0402259;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:14;Some;762
INC0402259;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:14;Some;762
INC0402260;CFDLKBW02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFDLKBW02 WITH VALUE:2.4000;Some;112
INC0402260;CFDLKBW02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFDLKBW02 WITH VALUE:2.4000;Some;112
INC0402260;CFDLKBW02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFDLKBW02 WITH VALUE:2.4000;Some;112
INC0402261;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:15;Some;504
INC0402261;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:15;Some;504
INC0402262;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:10;Some;752
INC0402262;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:10;Some;752
INC0402263;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:9;Some;750
INC0402263;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:9;Some;750
INC0402264;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;243
INC0402264;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;243
INC0402265;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;109
INC0402265;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;109
INC0402266;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;122
INC0402266;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;122
INC0402267;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:6;Some;120
INC0402267;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:6;Some;120
INC0402268;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [8040988.0 (13/04/21 16:06:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;3790
INC0402268;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [8040988.0 (13/04/21 16:06:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;3790
INC0402269;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:10;Some;119
INC0402269;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:10;Some;119
INC0402270;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:10;Some;118
INC0402270;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:10;Some;118
INC0402271;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:12;Some;1649
INC0402271;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:12;Some;1649
INC0402272;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:9;Some;1128
INC0402272;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:9;Some;1128
INC0402273;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;889
INC0402273;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;889
